,title
3663,Melania Trump hails 'empowerment of women' at Saudi company visit
3664,"Iran foreign minister scorns Trump after speech, arms deal"
3665,Trump's chief of staff Priebus to head back to DC after Saudi stop
3666,Trump tells Middle East to 'drive out' Islamist extremists
3667,Pentagon assesses readiness for transgender hires:
3668,Medicaid cuts coming in Trump budget:
3669,Trump's FBI comments to Russians were aimed at cooperation:
3670,Rallying: Ogier wins in Portugal for the fifth time
3671,Trump's FBI comments to Russians were aimed at cooperation:
3672,Comey to testify to Senate panel in public session
3673,"Traveling abroad, Trump struggles to escape crisis"
3674,"At a White House in crisis, Trump looks increasingly isolated"
3675,New Russia probe leaks threaten to derail Trump's foreign trip
3676,Democrat Sen. Wyden warns of diminishing potential for tax reform
3677,Approval of President Trump drops to lowest since inauguration:
3678,Trump nominates Callista Gingrich as ambassador to Vatican
3679,U.S. senator insists special counsel won't derail Congress' Russia probes
3680,Trump opts to keep Pentagon's top officer for another term
3681,Ex-U.S. Congressman Weiner pleads guilty in teen 'sexting' case
3682,White House looking at ethics rule to weaken special investigation:
3683,Goldman's Donovan to withdraw from deputy Treasury secretary nomination:
3684,White House official is person of interest in Russia probe:
3685,Trump said firing Comey relieved 'great pressure': New York Times
3686,"White House moving ahead with stiff EPA budget cuts: group, citing document"
3687,Ryan says to send health bill to Senate after CBO score
3688,U.S. official backs Trump version on Comey firing timing
3689,"As Trump visits, Gulf states seen quietly curbing opposition"
3690,White House says will not announce FBI director nominee on Friday
3691,Congressional office to release House healthcare bill analysis May 24
3692,Senators raise alarms about shelving retirement advice rule
3693,Trump budget to give first look at infrastructure plan
3694,Trump faces diplomatic hurdles during 28 hours in the Holy Land
3695,Trump under pressure to assure NATO allies he has their back
3696,"Trump denies asking Comey to drop probe, decries 'witch hunt'"
3697,"For Trump's defenders, White House turmoil is politics as usual"
3698,Democratic attorneys general seek to intervene in Obamacare case
3699,Treasury's Mnuchin concerned about alternate scoring models of Trump tax plan
3700,U.S. Treasury vows no special treatment for Trump in investment reviews
3701,Treasury Secretary says Trump has approved new bank regulator
3702,Democratic senator tussles with U.S. Treasury secretary over communication
3703,Trump administration starts countdown to NAFTA talks in mid-August
3704,U.S. academic groups oppose Trump's visa-vetting plans
3705,U.S. senators seek lifetime ban on ex-Congress members lobbying
3706,U.S. lawmaker unveils sweeping Pentagon acquisition reform bill
3707,Probe by U.S. special counsel is a criminal investigation:
3708,"Trump says, speaking for himself, there was no collusion with Russia"
3709,U.S. executives tell Congress they want permanent tax reform
3710,House oversight panel chairman Chaffetz to depart Congress June 30
3711,Trump: special counsel appointment 'hurts our country terribly' - TV reports
3712,"Trump says he is close to picking new FBI director, Lieberman among top candidates"
3713,U.S. Democrats try to force vote on independent Russia probe
3714,Ex-CIA chief Brennan to testify before House Intelligence Committee
3715,Top House Democrat Pelosi says independent Russia probe still needed
3716,Ryan: Special counsel will not interfere with Congress Russia probes
3717,Trump ex-adviser Flynn yet to indicate whether he will honor subpoena:
3718,Former FBI chief Mueller appointed to probe Trump-Russia ties
3719,Exclusive: Trump campaign had at least 18 undisclosed contacts with Russians:
3720,U.S. Senate panel still negotiating with Flynn over documents:
3721,"Saudi says Trump visit to bolster security, trade ties"
3722,U.S. House speaker confident tax reform can be done in 2017
3723,"House panel seeks FBI, Department of Justice documents on Comey firing"
3724,"Mexico welcomes NAFTA re-negotiation, expects constructive talks"
3725,Schumer: Comey should still testify to congressional committees
3726,Kremlin declines to comment on probe of Trump ties with Russia
3727,"Embroiled in controversies, Trump seeks boost on foreign trip"
3728,What we know about U.S. probes of Russian meddling in 2016 election
3729,Special prosecutor creation seen easing U.S. Congress partisanship:
3730,House leader McCarthy suggested Trump on Putin payroll:
3731, Ex-FBI Director Mueller draws praise as special counsel on Russia probe
3732,'Bobby Three Sticks' Mueller to probe Russia-Trump imbroglio
3733,Republicans worry Trump scandals may doom legislative agenda
3734,Putin offers transcript to prove Trump did not pass Russia secrets
3735, U.S. Justice Department's special counsel probe of Russia
3736,Controversial Milwaukee County sheriff says taking U.S. Homeland Security post
3737,Trump says Russia probe will reveal no collusion with his campaign
3738,U.S. cyber bill would shift power away from spy agency
3739,Trexit? Online bettors play early end to Trump presidency
3740,Ex-FBI chief Mueller named special prosecutor for Trump-Russia probe
3741,Trump to meet four candidates for FBI director:
3742,White House says full fiscal 2018 budget to be released on May 23
3743,"U.S. industry seeks faster permits, simpler rules in Trump regulation reset"
3744, U.S. industry wish list in Trump regulation overhaul
3745,Senate tees up 'accountability act' as regulation fight intensifies
3746,U.S. immigration arrests up nearly 40 percent under Trump
3747,State Department reminds staff on ethics after posts on Trump interests
3748,"Senate Judiciary Committee seeks Comey memos, possible Trump tapes"
3749,U.S. governors work Senate as new power brokers in Obamacare repeal
3750,Trump says he'll urge Muslim leaders to fight extremism during Mideast trip
3751,Trump asked Comey to end investigation of Michael Flynn:
3752,U.S. Senate Intelligence committee wants more information from Comey
3753,"Ryan tries to tamp down Comey memo furor, says has confidence in Trump"
3754,"After Trump disclosures, UK's May says will continue to share intel with U.S."
3755,Israeli intel experts alarmed by Trump leak but play down any damage
3756,State of Washington law paves way for organic marijuana market
3757,UK punters back an early exit for Trump:
3758, Lawmakers want to see Comey memo on Trump meeting
3759,Mexico expects NAFTA talks by late August:
3760,Trump trade officials prefer tri-lateral NAFTA deal:
3761,Trump asked Comey to shut down Flynn probe:
3762,"Following advice, potential FBI chiefs steer clear of job under Trump"
3763,"Top U.S. diplomat for Middle East to retire, U.S. officials say"
3764,Trump's defense chief on intelligence uproar: 'I'm not worried'
3765,Democrats in U.S. Senate try to slow Republican deregulation
3766,White House will not say if Israel provided info Trump discussed with Lavrov
3767,Trump says meeting with Russia's Lavrov last week 'very successful'
3768,U.S. security adviser says Trump did not cause lapse in national security
3769,Senate intelligence panel seeks more details from White House on Trump-Russia meet:
3770,Judge Garland not interested in FBI job:
3771,U.S. allies seen cooperating despite alleged Trump secrets leak
3772,Top Senate Democrat calls on White House to release Trump-Russia meeting transcripts
3773,"Trump's travel bans spook some students, fan fears of broader chill"
3774,McConnell: Border tax would likely not pass U.S. Senate - Bloomberg TV
3775,U.S. Senate majority leader urges less drama from White House:
3776,Trump revealed intelligence secrets to Russians in Oval Office:
3777,"In travel ban case, U.S. judges focus on discrimination, Trump's powers"
3778,Russia's response to Trump leak reports: don't read U.S. newspapers
3779,Kremlin says reports Trump disclosed intelligence are 'nonsense'
3780,Russia says reports that Trump revealed secret information are 'fake':
3781,More Americans want 'independent' investigation of Trump:
3782,  - National Peace Officers' Memorial Service
3783,"New U.S. trade envoy says to meet lawmakers on NAFTA, attend APEC meet"
3784,"Tillerson: Trump did not discuss 'sources, methods' in meeting with Russia's Lavrov"
3785,Top U.S. Intelligence Democrat blasts Trump over Russia report
3786,U.S. Senate number two Democrat calls Trump's conduct 'dangerous'
3787,Republican Representative Gowdy says he is not interested in FBI job
3788,Trump administration vastly expands global anti-abortion policy
3789,Trump says process for finding new FBI chief is moving rapidly
3790,Deputy attorney general to brief full Senate on Comey firing
3791,"Working the farm, while Trump talks tough on immigration"
3792,U.S. lawmakers ask Trump to turn over any Comey tapes
3793,Trump reassures farmers immigration crackdown not aimed at their workers
3794,Trump considering how move of U.S. Embassy in Israel could affect Mideast peace
3795,Trump ordered emergency meeting after global cyber attack:
3796,Trump pledges to move quickly to name new FBI director
3797, The 11 candidates being considered for FBI director
3798,Treasury unit to share records with Senate for Trump-Russia probe:
3799,Trump nominates former fund manager Quintenz to serve on CFTC:
3800,Trump to back Palestinian 'self-determination' on Mideast trip:
3801,Deputy attorney general sees no need for Russia probe special prosecutor:
3802,Comey declined offer to talk to Senate intel panel:
3803,Former intelligence chief Clapper: Comey was uneasy with Trump dinner - MSNBC
3804,Trump did not ask former FBI Director Comey to pledge loyalty:
3805,Interviews for new FBI director to start as early as Friday:
